city_ascii,lat,lng,country,iso3,population
Cudahy,33.9631,-118.183,United States,USA,24076.0
Cloverleaf,29.7882,-95.1724,United States,USA,24023.0
Aibak,36.261,68.04,Afghanistan,AFG,24000.0
Svay Rieng,11.08,105.801,Cambodia,KHM,23956.0
Koulikoro,12.8833,-7.55,Mali,MLI,23919.0
Decatur,33.7711,-84.2968,United States,USA,23832.0
Paraiso,18.4,-93.23,Mexico,MEX,23830.0
Iguape,-24.72,-47.5699,Brazil,BRA,23784.0
Rosemont,38.5477,-121.3553,United States,USA,23700.0
Macas,-2.3096,-78.12,Ecuador,ECU,23687.0
Pijijiapan,15.6904,-93.22,Mexico,MEX,23675.0
Kibaha,-6.7667,38.9167,Tanzania,TZA,23651.0
Maywood,41.8798,-87.8442,United States,USA,23640.0
Santa Cruz del Quiche,15.0333,-91.1333,Guatemala,GTM,23618.0
Itambe,-15.2396,-40.63,Brazil,BRA,23558.0
West Rancho Dominguez,33.9057,-118.2682,United States,USA,23537.0
Santa Maria da Vitoria,-13.39,-44.21,Brazil,BRA,23488.0
West Puente Valley,34.0512,-117.9681,United States,USA,23487.0
Gjirokaster,40.079,20.149,Albania,ALB,23437.0
Zug,47.179,8.487,Switzerland,CHE,23435.0
Blue Island,41.6578,-87.6812,United States,USA,23361.0
Magdalena de Kino,30.6166,-111.05,Mexico,MEX,23359.0
Fray Bentos,-33.139,-58.304,Uruguay,URY,23279.0
Whitehorse,60.7167,-135.05,Canada,CAN,23276.0
Nova Cruz,-6.4696,-35.44,Brazil,BRA,23166.0
The Crossings,25.6708,-80.4018,United States,USA,23062.0
Copiague,40.6728,-73.3932,United States,USA,22926.0
Landover,38.9241,-76.8875,United States,USA,22852.0
Sibiti,-3.6896,13.35,Congo (Brazzaville),COG,22811.0
Tecax,20.2,-89.28,Mexico,MEX,22806.0
Madingou,-4.164,13.554,Congo (Brazzaville),COG,22760.0
Bella Union,-30.2596,-57.6,Uruguay,URY,22723.0
Millbrae,37.5994,-122.4024,United States,USA,22718.0
Willowbrook,33.9199,-118.2362,United States,USA,22654.0
Frontera,18.5804,-92.65,Mexico,MEX,22621.0
Visby,57.6337,18.3,Sweden,SWE,22593.0
Ives Estates,25.9632,-80.183,United States,USA,22460.0
Moyo,3.6504,31.72,Uganda,UGA,22434.0
Sunny Isles Beach,25.9385,-80.1246,United States,USA,22348.0
West Carson,33.8229,-118.2931,United States,USA,22260.0
Uthai Thani,15.3819,100.0264,Thailand,THA,22219.0
Tadjourah,11.7833,42.9,Djibouti,DJI,22193.0
San Jose del Guaviare,2.57,-72.64,Colombia,COL,22136.0
Itaberai,-16.02,-49.81,Brazil,BRA,22129.0
Ojinaga,29.5404,-104.41,Mexico,MEX,22128.0
Nkhata Bay,-11.5996,34.3,Malawi,MWI,22108.0
Massapequa,40.6676,-73.4706,United States,USA,22102.0
Hillside,40.6961,-74.2286,United States,USA,22069.0
North Plainfield,40.6209,-74.4386,United States,USA,22060.0
Monsey,41.1181,-74.0681,United States,USA,22043.0
Mocoa,1.15,-76.63,Colombia,COL,22035.0
Guayama,17.9744,-66.1104,Puerto Rico,PRI,22023.0
Roselle,40.6527,-74.2599,United States,USA,21976.0
Heredia,9.992,-84.12,Costa Rica,CRI,21947.0
North Bay Shore,40.7601,-73.2618,United States,USA,21886.0
Fort McMurray,56.7333,-111.3833,Canada,CAN,21863.0
Nsanje,-16.9167,35.2667,Malawi,MWI,21774.0
Hamtramck,42.3954,-83.056,United States,USA,21752.0
Eirunepe,-6.66,-69.8738,Brazil,BRA,21750.0
Colonia del Sacramento,-34.48,-57.84,Uruguay,URY,21714.0
Kayunga,0.7025,32.8886,Uganda,UGA,21704.0
Caacupe,-25.387,-57.14,Paraguay,PRY,21696.0
Gavarr,40.3589,45.1267,Armenia,ARM,21680.0
Hayesville,44.9793,-122.9739,United States,USA,21658.0
Nar'yan-Mar,67.6474,53.0574,Russia,RUS,21658.0
Yasothon,15.788,104.151,Thailand,THA,21643.0
Barras,-4.25,-42.3,Brazil,BRA,21597.0
Trat,12.237,102.509,Thailand,THA,21590.0
Kilkenny,52.6545,-7.2523,Ireland,IRL,21589.0
Lennox,33.938,-118.3586,United States,USA,21537.0
Ngozi,-2.912,29.825,Burundi,BDI,21506.0
Heroica Ciudad de Tlaxiaco,17.2704,-97.68,Mexico,MEX,21391.0
Mountlake Terrace,47.7921,-122.3076,United States,USA,21337.0
Portel,-1.95,-50.82,Brazil,BRA,21315.0
Nakhon Nayok,14.2,101.216,Thailand,THA,21309.0
Itupiranga,-5.12,-49.3,Brazil,BRA,21301.0
Motul,21.1,-89.28,Mexico,MEX,21253.0
Paracuru,-3.3995,-39.04,Brazil,BRA,21196.0
McNair,38.9513,-77.4116,United States,USA,21183.0
Luena,-11.79,19.9,Angola,AGO,21115.0
Phayao,19.1707,99.9083,Thailand,THA,21058.0
Omagh,54.6,-7.3,United Kingdom,GBR,21056.0
Sweetwater,25.7786,-80.376,United States,USA,21028.0
Palisades Park,40.8472,-73.9967,United States,USA,20988.0
South El Monte,34.0493,-118.0484,United States,USA,20987.0
Rutana,-3.931,29.993,Burundi,BDI,20893.0
Impfondo,1.6404,18.04,Congo (Brazzaville),COG,20859.0
Maralal,1.1105,36.68,Kenya,KEN,20841.0
Orange Walk,18.0904,-88.56,Belize,BLZ,20835.0
Penzance,50.1337,-5.55,United Kingdom,GBR,20812.0
Lomita,33.7933,-118.3175,United States,USA,20707.0
Merrick,40.6515,-73.5535,United States,USA,20679.0
North Lynnwood,47.8533,-122.2762,United States,USA,20626.0
Makakilo,21.3591,-158.0813,United States,USA,20615.0
Artashat,39.9539,44.5506,Armenia,ARM,20562.0
Atoyac de Alvarez,17.2,-100.43,Mexico,MEX,20515.0
Jasmine Estates,28.293,-82.6907,United States,USA,20465.0
Elmwood Park,40.905,-74.1201,United States,USA,20429.0
South San Jose Hills,34.0123,-117.9041,United States,USA,20423.0
Bururi,-3.9507,29.6166,Burundi,BDI,20393.0
Somoto,13.476,-86.583,Nicaragua,NIC,20316.0
Viljandi,58.3639,25.59,Estonia,EST,20309.0
Columbia Heights,45.0484,-93.2472,United States,USA,20254.0
Schofield Barracks,21.4936,-158.0617,United States,USA,20229.0
Sligo,54.2671,-8.4833,Ireland,IRL,20228.0
Lodwar,3.1304,35.57,Kenya,KEN,20219.0
Franconia,38.7682,-77.1587,United States,USA,20145.0
Albany,37.8898,-122.3018,United States,USA,20143.0
West Chester,39.9601,-75.6058,United States,USA,20060.0
Bayshore Gardens,27.4345,-82.5794,United States,USA,20047.0
Sing Buri,14.887,100.401,Thailand,THA,20046.0
Hakha,22.65,93.6167,Burma,MMR,20000.0
North Bellmore,40.6904,-73.539,United States,USA,19994.0
Tidjikja,18.55,-11.4166,Mauritania,MRT,19981.0
Kratie,12.469,106.024,Cambodia,KHM,19975.0
Kebili,33.69,8.971,Tunisia,TUN,19875.0
Norwood,39.1604,-84.4534,United States,USA,19870.0
West Hempstead,40.6959,-73.6507,United States,USA,19841.0
Tsetserleg,47.4769,101.4502,Mongolia,MNG,19812.0
North Amityville,40.7005,-73.4118,United States,USA,19774.0
Kavieng,-2.5813,150.813,Papua New Guinea,PNG,19728.0
Lynbrook,40.6579,-73.6742,United States,USA,19716.0
Hermosa Beach,33.8654,-118.3966,United States,USA,19708.0
Canelones,-34.538,-56.284,Uruguay,URY,19698.0
La Crescenta-Montrose,34.2323,-118.2353,United States,USA,19658.0
Makamba,-4.1333,29.8,Burundi,BDI,19642.0
Allende,28.33,-100.85,Mexico,MEX,19636.0
Langley Park,38.9897,-76.9808,United States,USA,19561.0
Evergreen Park,41.7213,-87.7013,United States,USA,19542.0
Lillehammer,61.1333,10.5,Norway,NOR,19542.0
Puerto Escondido,15.8592,-97.0659,Mexico,MEX,19488.0
Faranah,10.0404,-10.75,Guinea,GIN,19469.0
Kayanza,-2.9,29.5667,Burundi,BDI,19443.0
Mobaye,4.32,21.18,Central African Republic,CAF,19431.0
Mamaroneck,40.9469,-73.7316,United States,USA,19423.0
Iselin,40.5702,-74.317,United States,USA,19422.0
Mineola,40.7469,-73.6392,United States,USA,19387.0
Lai,9.395,16.305,Chad,TCD,19382.0
Tchibanga,-2.857,11.027,Gabon,GAB,19365.0
Central Falls,41.89,-71.3934,United States,USA,19359.0
Mzimba,-11.9,33.6,Malawi,MWI,19308.0
Tillaberi,14.212,1.4531,Niger,NER,19262.0
Yellowknife,62.442,-114.397,Canada,CAN,19234.0
North Valley Stream,40.684,-73.7077,United States,USA,19153.0
Hawthorne,40.9579,-74.1581,United States,USA,19101.0
Son La,21.328,103.91,Vietnam,VNM,19054.0
Morristown,40.7966,-74.4772,United States,USA,19037.0
Bellwood,41.8829,-87.8762,United States,USA,19019.0
Viseu,-1.1965,-46.14,Brazil,BRA,18958.0
Mubende,0.5904,31.37,Uganda,UGA,18936.0
Paraguari,-25.62,-57.16,Paraguay,PRY,18881.0
Acatlan de Osorio,18.2,-98.05,Mexico,MEX,18879.0
Hun,29.1167,15.9333,Libya,LBY,18878.0
Kimbe,-5.55,150.143,Papua New Guinea,PNG,18847.0
Avenel,40.5839,-74.272,United States,USA,18846.0
Bellaire,29.704,-95.4621,United States,USA,18797.0
Rutherford,40.8203,-74.1057,United States,USA,18782.0
Ashtarak,40.3017,44.3592,Armenia,ARM,18779.0
Fort Saint John,56.25,-120.8333,Canada,CAN,18776.0
Ceres,-15.3033,-49.6052,Brazil,BRA,18759.0
Whakatane,-37.9574,176.9828,New Zealand,NZL,18700.0
Lezhe,41.788,19.654,Albania,ALB,18695.0
Brookfield,41.8245,-87.847,United States,USA,18694.0
East Massapequa,40.6743,-73.4358,United States,USA,18689.0
Idylwood,38.8896,-77.2055,United States,USA,18678.0
Mansa Konko,13.3773,-15.6786,"Gambia, The",GMB,18672.0
Point Pleasant,40.0772,-74.0702,United States,USA,18651.0
Winthrop Town,42.3751,-70.9847,United States,USA,18625.0
Sherrelwood,39.839,-105.0014,United States,USA,18616.0
Molde,62.7483,7.1833,Norway,NOR,18594.0
North Massapequa,40.7031,-73.4679,United States,USA,18591.0
Hinche,19.143,-72.004,Haiti,HTI,18590.0
Santiago Ixcuintla,21.82,-105.22,Mexico,MEX,18365.0
Bryn Mawr-Skyway,47.4949,-122.2411,United States,USA,18365.0
Hyattsville,38.9612,-76.9548,United States,USA,18333.0
Mchinji,-13.8,32.9,Malawi,MWI,18305.0
Tindouf,27.6742,-8.1478,Algeria,DZA,18270.0
Dover,40.8859,-74.5597,United States,USA,18232.0
Kedougou,12.5604,-12.18,Senegal,SEN,18226.0
Glassmanor,38.8181,-76.9836,United States,USA,18158.0
Muramvya,-3.261,29.612,Burundi,BDI,18041.0
Keetmanshoop,-26.5739,18.13,Namibia,NAM,18039.0
Mao,14.1194,15.3133,Chad,TCD,18031.0
Dumont,40.9452,-73.9923,United States,USA,17998.0
Kirsanov,52.6574,42.7174,Russia,RUS,17975.0
Burke Centre,38.7903,-77.2998,United States,USA,17969.0
Takoma Park,38.981,-77.0028,United States,USA,17885.0
Sudley,38.7878,-77.4961,United States,USA,17849.0
Kukes,42.083,20.434,Albania,ALB,17832.0
Seabrook,38.9802,-76.8502,United States,USA,17808.0
Obock,11.9734,43.2856,Djibouti,DJI,17776.0
Dzuunmod,47.711,106.947,Mongolia,MNG,17738.0
Ojus,25.9563,-80.1606,United States,USA,17727.0
Dong Ha,16.85,107.1333,Vietnam,VNM,17662.0
Greenfield,36.3232,-121.2451,United States,USA,17647.0
Harrison,40.7431,-74.1531,United States,USA,17643.0
Miahuatlan de Porfirio Diaz,16.33,-96.6,Mexico,MEX,17632.0
Peto,20.13,-88.92,Mexico,MEX,17607.0
Bostonia,32.8189,-116.9479,United States,USA,17600.0
Eldama Ravine,0.0504,35.72,Kenya,KEN,17581.0
Wahiawa,21.5004,-158.0198,United States,USA,17555.0
La Paz,14.32,-87.684,Honduras,HND,17555.0
South Houston,29.6611,-95.2285,United States,USA,17543.0
Pakwach,2.4704,31.48,Uganda,UGA,17541.0
Vincent,34.0982,-117.9238,United States,USA,17485.0
Woodmere,40.6374,-73.7219,United States,USA,17376.0
El Dorado,24.3305,-107.37,Mexico,MEX,17365.0
Bulgan,48.8106,103.5317,Mongolia,MNG,17348.0
Mehtar Lam,34.65,70.1667,Afghanistan,AFG,17345.0
Loikaw,19.665,97.206,Burma,MMR,17293.0
Massapequa Park,40.6817,-73.4496,United States,USA,17266.0
Merrifield,38.8731,-77.2426,United States,USA,17243.0
East Cleveland,41.5318,-81.5795,United States,USA,17187.0
Yauco,18.0344,-66.8614,Puerto Rico,PRI,17129.0
Dutse,11.7992,9.3503,Nigeria,NGA,17129.0
Makokou,0.5671,12.8666,Gabon,GAB,17070.0
Harnosand,62.634,17.934,Sweden,SWE,17016.0
Vila Real,41.294,-7.737,Portugal,PRT,17001.0
San Ignacio,17.156,-89.061,Belize,BLZ,16977.0
Carmelo,-33.9896,-58.3,Uruguay,URY,16921.0
Glenmont,39.0697,-77.0466,United States,USA,16917.0
Zaghouan,36.4,10.147,Tunisia,TUN,16911.0
Artesia,33.8676,-118.0806,United States,USA,16904.0
New Milford,40.9337,-74.0196,United States,USA,16868.0
Clayton,38.6444,-90.3303,United States,USA,16805.0
Ma'rib,15.421,45.334,Yemen,YEM,16794.0
Hybla Valley,38.7485,-77.0822,United States,USA,16768.0
Apodi,-5.65,-37.8,Brazil,BRA,16757.0
Four Corners,44.9292,-122.9731,United States,USA,16648.0
Brownsville,25.8216,-80.2417,United States,USA,16615.0
Country Walk,25.6331,-80.4353,United States,USA,16601.0
Manassas Park,38.7718,-77.445,United States,USA,16591.0
Lansdale,40.2417,-75.2812,United States,USA,16588.0
South Orange Village,40.7491,-74.2602,United States,USA,16503.0
Hazel Park,42.4619,-83.0977,United States,USA,16489.0
Cuilapa,14.279,-90.298,Guatemala,GTM,16484.0
Mulanje,-16.0333,35.5,Malawi,MWI,16483.0
Marsabit,2.33,37.98,Kenya,KEN,16460.0
Santa Lucia,-34.47,-56.4,Uruguay,URY,16438.0
Riviere-du-Loup,47.8333,-69.5333,Canada,CAN,16403.0
Ntungamo,-0.8794,30.2642,Uganda,UGA,16400.0
South River,40.4455,-74.3783,United States,USA,16349.0
Kingstowne,38.7625,-77.1445,United States,USA,16332.0
Butha-Buthe,-28.75,28.25,Lesotho,LSO,16330.0
Gobabis,-22.455,18.963,Namibia,NAM,16321.0
Koulamoutou,-1.1329,12.4833,Gabon,GAB,16222.0
Avocado Heights,34.0381,-118.0026,United States,USA,16213.0
Xaignabouli,19.2505,101.7501,Laos,LAO,16200.0
Parkway,38.4993,-121.452,United States,USA,16166.0
Compostela,21.2304,-104.9,Mexico,MEX,16162.0
San Francisco,13.7,-88.1,El Salvador,SLV,16152.0
Dispur,26.144,91.7666,India,IND,16140.0
Hillcrest Heights,38.8373,-76.9641,United States,USA,16137.0
Floral Park,40.7225,-73.7029,United States,USA,16103.0
Roosevelt,40.6797,-73.5837,United States,USA,16091.0
East Rancho Dominguez,33.8949,-118.1956,United States,USA,16027.0
North Arlington,40.7875,-74.1273,United States,USA,16009.0
Cherryland,37.6792,-122.1038,United States,USA,15999.0
Palmetto Estates,25.6211,-80.3616,United States,USA,15998.0
Nieuw Nickerie,5.9504,-56.99,Suriname,SUR,15992.0
Pinewood,25.8697,-80.2174,United States,USA,15975.0
Walnut Park,33.9683,-118.222,United States,USA,15915.0
Fords,40.5415,-74.3124,United States,USA,15915.0
Adelphi,39.0017,-76.9649,United States,USA,15898.0
East San Gabriel,34.1198,-118.0807,United States,USA,15832.0
Baruun-Urt,46.7,113.2833,Mongolia,MNG,15805.0
Asbury Park,40.2226,-74.0117,United States,USA,15767.0
Bellmore,40.6569,-73.5285,United States,USA,15767.0
La Palma,33.8504,-118.0406,United States,USA,15722.0
Pacific Grove,36.6191,-121.9255,United States,USA,15698.0
Santiago Tuxtla,18.4704,-95.3,Mexico,MEX,15681.0
East Riverdale,38.96,-76.9108,United States,USA,15645.0
Villa Hayes,-25.09,-57.53,Paraguay,PRY,15643.0
West University Place,29.7157,-95.4321,United States,USA,15608.0
Dedza,-14.3667,34.3333,Malawi,MWI,15608.0
North New Hyde Park,40.746,-73.6876,United States,USA,15585.0
Portalegre,39.29,-7.423,Portugal,PRT,15581.0
La Grange,41.8072,-87.8741,United States,USA,15581.0
Viana do Castelo,41.6962,-8.8441,Portugal,PRT,15555.0
Wilkinsburg,40.4442,-79.8733,United States,USA,15554.0
Westbury,40.7599,-73.5891,United States,USA,15493.0
Chai Nat,15.179,100.126,Thailand,THA,15469.0
North Fair Oaks,37.4754,-122.2035,United States,USA,15454.0
Villa Union,23.2,-106.23,Mexico,MEX,15443.0
Seaford,40.6678,-73.4922,United States,USA,15405.0
Cayey,18.115,-66.163,Puerto Rico,PRI,15365.0
Eggertsville,42.9665,-78.8065,United States,USA,15364.0
Cardenas,22.0,-99.67,Mexico,MEX,15331.0
Berkley,42.4986,-83.1853,United States,USA,15331.0
White Center,47.5086,-122.348,United States,USA,15300.0
South Farmingdale,40.7175,-73.4471,United States,USA,15294.0
Stanford,37.4252,-122.1674,United States,USA,15277.0
Zamora,-4.0696,-78.97,Ecuador,ECU,15276.0
Takeo,10.9838,104.7833,Cambodia,KHM,15264.0
Parlier,36.6085,-119.5435,United States,USA,15245.0
Bull Run,38.7802,-77.5204,United States,USA,15235.0
McFarland,35.6781,-119.2414,United States,USA,15234.0
Sao Gabriel da Cachoeira,-0.1332,-67.0833,Brazil,BRA,15231.0
Kenmore,42.9646,-78.8713,United States,USA,15217.0
Daru,-9.1092,143.2337,Papua New Guinea,PNG,15214.0
Manga,11.662,-1.065,Burkina Faso,BFA,15173.0
West Park,25.984,-80.1923,United States,USA,15153.0
Luderitz,-26.648,15.1594,Namibia,NAM,15137.0
Santa Barbara,14.919,-88.236,Honduras,HND,15119.0
Franklin Park,40.4439,-74.5432,United States,USA,15090.0
Ewa Beach,21.3181,-158.0073,United States,USA,15047.0
Newport,39.0855,-84.4868,United States,USA,15033.0
Paro,27.3833,89.5167,Bhutan,BTN,15000.0
Fayroz Koh,34.5167,65.25,Afghanistan,AFG,15000.0
Izamal,20.9304,-89.0201,Mexico,MEX,14954.0
Tecuala,22.4004,-105.46,Mexico,MEX,14921.0
Solothurn,47.212,7.537,Switzerland,CHE,14853.0
Peshkopi,41.6833,20.4333,Albania,ALB,14848.0
Pierre,44.3748,-100.3205,United States,USA,14803.0
Tamuin,21.9804,-98.75,Mexico,MEX,14748.0
Ondorhaan,47.3167,110.65,Mongolia,MNG,14723.0
Tecpan de Galeana,17.25,-100.68,Mexico,MEX,14638.0
Midlothian,41.6254,-87.7243,United States,USA,14634.0
Haddon,39.9063,-75.0625,United States,USA,14612.0
Falls Church,38.8847,-77.1751,United States,USA,14583.0
Robbinsdale,45.0261,-93.3332,United States,USA,14544.0
Fairview,40.8182,-74.0022,United States,USA,14537.0
Little Falls,40.8762,-74.218,United States,USA,14524.0
Kiboga,0.9161,31.7742,Uganda,UGA,14512.0
Hawaiian Gardens,33.8303,-118.0728,United States,USA,14450.0
Gwanda,-20.9396,29.01,Zimbabwe,ZWE,14450.0
Norridge,41.9637,-87.8231,United States,USA,14437.0
Gabu,12.28,-14.234,Guinea-Bissau,GNB,14430.0
Port Antonio,18.159,-76.38,Jamaica,JAM,14400.0
Basse Santa Su,13.31,-14.223,"Gambia, The",GMB,14380.0
Olympia Heights,25.7241,-80.339,United States,USA,14345.0
Halawa,21.3754,-157.9185,United States,USA,14335.0
New Cassel,40.76,-73.5649,United States,USA,14321.0
Weehawken,40.7676,-74.0167,United States,USA,14268.0
Chicago Ridge,41.7034,-87.7795,United States,USA,14186.0
Lemon Hill,38.5172,-121.4573,United States,USA,14182.0
Schwyz,47.02,8.648,Switzerland,CHE,14177.0
Highland Park,40.5006,-74.4283,United States,USA,14164.0
Juan Aldama,24.2904,-103.39,Mexico,MEX,14162.0
Willowick,41.6343,-81.468,United States,USA,14148.0
Sironko,1.25,34.3,Uganda,UGA,14100.0
Saddle Brook,40.9033,-74.0955,United States,USA,14076.0
Lamphun,18.503,99.074,Thailand,THA,14030.0
Collingswood,39.9161,-75.0759,United States,USA,14027.0
Chinsali,-10.5496,32.06,Zambia,ZMB,14015.0
Riviera Beach,39.1628,-76.5263,United States,USA,13977.0
Forest Park,41.8683,-87.8157,United States,USA,13951.0
Whitefish Bay,43.1132,-87.9003,United States,USA,13950.0
Kinkala,-4.356,14.762,Congo (Brazzaville),COG,13882.0
Roselle Park,40.6653,-74.2666,United States,USA,13821.0
Bexley,39.965,-82.9343,United States,USA,13786.0
Harper Woods,42.439,-82.9292,United States,USA,13743.0
Ang Thong,14.5833,100.45,Thailand,THA,13738.0
Princeton Meadows,40.3333,-74.5628,United States,USA,13692.0
Saint Ann's Bay,18.4326,-77.1995,Jamaica,JAM,13671.0
Pedreiras,-4.5696,-44.67,Brazil,BRA,13638.0
Grover Beach,35.1204,-120.6199,United States,USA,13628.0
Carpinteria,34.3962,-119.5117,United States,USA,13622.0
Ocean Pointe,21.3145,-158.0289,United States,USA,13579.0
Gladeview,25.8395,-80.2368,United States,USA,13539.0
San Carlos,11.2,-84.8333,Nicaragua,NIC,13451.0
Kemp Mill,39.0412,-77.0214,United States,USA,13445.0
La Grange Park,41.8308,-87.8723,United States,USA,13433.0
Chitipa,-9.7162,33.2666,Malawi,MWI,13412.0
Faya,17.9167,19.1167,Chad,TCD,13400.0
Luganville,-15.5126,167.1766,Vanuatu,VUT,13397.0
Mariental,-24.6196,17.9599,Namibia,NAM,13380.0
Shorewood,43.0914,-87.8864,United States,USA,13338.0
Ardmore,40.0032,-75.2947,United States,USA,13193.0
Key Biscayne,25.6908,-80.1653,United States,USA,13182.0
Four Corners,29.6705,-95.6597,United States,USA,13178.0
Eisenstadt,47.8333,16.5333,Austria,AUT,13165.0
Waimalu,21.3913,-157.9345,United States,USA,13158.0
Ridgefield Park,40.8543,-74.0201,United States,USA,13154.0
Manati,18.4283,-66.4823,Puerto Rico,PRI,13130.0
Coatesville,39.9849,-75.8199,United States,USA,13123.0
Guerrero Negro,27.9904,-114.17,Mexico,MEX,13054.0
Menongue,-14.6666,17.7,Angola,AGO,13030.0
University Heights,41.4948,-81.5348,United States,USA,13028.0
New Carrollton,38.9654,-76.8773,United States,USA,13023.0
Kumi,1.4608,33.9361,Uganda,UGA,13000.0
Rio Grande,18.3789,-65.8388,Puerto Rico,PRI,12998.0
Sugarland Run,39.0309,-77.3762,United States,USA,12994.0
Huntington,38.7916,-77.074,United States,USA,12992.0
Kisoro,-1.3539,29.6983,Uganda,UGA,12900.0
Obo,5.4,26.5,Central African Republic,CAF,12887.0
Kingston,41.2652,-75.8875,United States,USA,12878.0
Clarkston,33.8117,-84.2405,United States,USA,12848.0
Liestal,47.483,7.737,Switzerland,CHE,12832.0
Vicente Guerrero,30.7641,-116.0093,Mexico,MEX,12829.0
Wilton Manors,26.1593,-80.1395,United States,USA,12773.0
Kamuli,0.9472,33.1197,Uganda,UGA,12764.0
Federal Heights,39.8651,-105.0154,United States,USA,12744.0
Bubanza,-3.0833,29.3667,Burundi,BDI,12728.0
Ziniare,12.577,-1.293,Burkina Faso,BFA,12703.0
Garbahaarrey,3.327,42.227,Somalia,SOM,12652.0
Tovuz,40.9922,45.6289,Azerbaijan,AZE,12626.0
Cornelius,45.5189,-123.0516,United States,USA,12493.0
Isla Mujeres,21.2084,-86.7115,Mexico,MEX,12491.0
Patchogue,40.7621,-73.0185,United States,USA,12489.0
Salisbury,40.7454,-73.5604,United States,USA,12474.0
North Merrick,40.6871,-73.5615,United States,USA,12436.0
Oshikango,-17.3995,15.88,Namibia,NAM,12423.0
Somerville,40.5697,-74.6092,United States,USA,12418.0
Edgewater,40.8238,-73.9739,United States,USA,12368.0
Forecariah,9.43,-13.098,Guinea,GIN,12358.0
Cherry Creek,39.6094,-104.8645,United States,USA,12310.0
Aldama,22.9204,-98.07,Mexico,MEX,12292.0
South Miami,25.7079,-80.2952,United States,USA,12281.0
Hasbrouck Heights,40.8618,-74.0741,United States,USA,12277.0
Westwood Lakes,25.7237,-80.3717,United States,USA,12273.0
Ermoupoli,37.4504,24.9333,Greece,GRC,12260.0
Haverstraw,41.1934,-73.952,United States,USA,12216.0
Qalat,32.1123,66.8868,Afghanistan,AFG,12191.0
Red Bank,40.3481,-74.0672,United States,USA,12150.0
Alum Rock,37.3694,-121.8241,United States,USA,12128.0
Dikhil,11.104,42.372,Djibouti,DJI,12043.0
North Wantagh,40.6983,-73.5086,United States,USA,12019.0
Home Gardens,33.8784,-117.5116,United States,USA,11997.0
Dundo,-7.38,20.83,Angola,AGO,11985.0
Robertsport,6.7533,-11.3686,Liberia,LBR,11969.0
Clawson,42.5367,-83.1504,United States,USA,11946.0
La Cruz,23.9204,-106.9,Mexico,MEX,11900.0
Santa Rosalia,27.3171,-112.2834,Mexico,MEX,11899.0
Balancan,17.8,-91.53,Mexico,MEX,11895.0
Freehold,40.2596,-74.2755,United States,USA,11894.0
Wetaskiwin,52.9666,-113.3833,Canada,CAN,11823.0
Haapsalu,58.9431,23.5414,Estonia,EST,11805.0
Wallington,40.8535,-74.1069,United States,USA,11781.0
Ascension,31.1,-107.98,Mexico,MEX,11781.0
Oak Hills,45.5403,-122.8413,United States,USA,11779.0
Minnehaha,45.6577,-122.6204,United States,USA,11767.0
Ndele,8.4091,20.653,Central African Republic,CAF,11764.0
Emeryville,37.8382,-122.2932,United States,USA,11758.0
River Edge,40.9268,-74.0387,United States,USA,11724.0
Guttenberg,40.7927,-74.0048,United States,USA,11695.0
Alotau,-10.3021,150.4591,Papua New Guinea,PNG,11624.0
Signal Hill,33.8029,-118.1681,United States,USA,11622.0
Waipio,21.4143,-157.9966,United States,USA,11607.0
Bartica,6.4104,-58.63,Guyana,GUY,11524.0
Yeadon,39.9324,-75.2527,United States,USA,11505.0
Citrus,34.1161,-117.889,United States,USA,11489.0
Coamo,18.0765,-66.3638,Puerto Rico,PRI,11467.0
Fort Liberte,19.6656,-71.8448,Haiti,HTI,11465.0
Sanniquellie,7.371,-8.685,Liberia,LBR,11415.0
Hadibu,12.6519,54.0239,Yemen,YEM,11396.0
Mwanza,-15.6167,34.5167,Malawi,MWI,11379.0
Piedmont,37.8226,-122.2301,United States,USA,11378.0
Newman,37.3157,-121.0211,United States,USA,11360.0
Las Tablas,7.7604,-80.28,Panama,PAN,11358.0
View Park-Windsor Hills,33.9955,-118.3484,United States,USA,11308.0
Summit,41.7877,-87.8146,United States,USA,11278.0
Steinkjer,64.0171,11.5,Norway,NOR,11274.0
Loreto,26.0133,-111.3517,Mexico,MEX,11227.0
Vanimo,-2.69,141.304,Papua New Guinea,PNG,11204.0
El Fuerte,26.4204,-108.62,Mexico,MEX,11171.0
Richmond Heights,25.6347,-80.372,United States,USA,11155.0
Villanueva,22.35,-102.88,Mexico,MEX,11138.0
Mpigi,0.225,32.3136,Uganda,UGA,11082.0
Little Ferry,40.8463,-74.0388,United States,USA,11000.0
Biltine,14.5333,20.9167,Chad,TCD,11000.0
Suffern,41.1138,-74.1421,United States,USA,10995.0
Rossmoor,33.7886,-118.0803,United States,USA,10920.0
Santa Barbara,26.8004,-105.82,Mexico,MEX,10800.0
North Lindenhurst,40.7072,-73.3859,United States,USA,10788.0
Naranja,25.5164,-80.4221,United States,USA,10776.0
Bolama,11.583,-15.4828,Guinea-Bissau,GNB,10769.0
Northbrook,39.2466,-84.5795,United States,USA,10760.0
Dangriga,16.97,-88.22,Belize,BLZ,10750.0
Coalcoman de Vazquez Pallares,18.7804,-103.15,Mexico,MEX,10715.0
Karuzi,-3.1,30.163,Burundi,BDI,10705.0
Darby,39.921,-75.2611,United States,USA,10700.0
